CardID,Course,Unit,WordCategoryEN,WordCategoryCY,BaseCY,BaseEN,NotesEN,NotesCY,BeforeCY,AfterCY,SentenceHelpEN,SentenceHelpCY,AnswerCY,AcceptedAnswerArray,OptionsArray,WhyEN,WhyCY,TagsEN,TagsCY
v000030,Uwch 2,6,noun-pl,enw-lluosog,plasau,mansions,"Plural of ""plas"": plasau. Example: Mae plasau hanesyddol ar hyd a lled Cymru.","Lluosog ""plas"": plasau. Enghraifft: Mae plasau hanesyddol ar hyd a lled Cymru.","Maen nhw'n sôn am eu","mewn rhaglen ddogfen.","Glossary: sôn=to mention/talk about; eu=their; rhaglen ddogfen=documentary","Geirfa: sôn=to mention/talk about; eu=their; rhaglen ddogfen=documentary",blasau,blasau,"blasau|plasau|blas|plas","Plural form. After ""eu"" (their), soft mutation applies: ""plasau"" → ""blasau"" (p→b).","Ffurf luosog. Ar ôl ""eu"" (their) ceir treiglad meddal: ""plasau"" → ""blasau"" (p→b).","noun|plural|mutation|buildings|heritage|uwch2|uned6","enw|lluosog|treiglad|adeiladau|treftadaeth|uwch2|uned6"
v000031,Uwch 2,6,noun-masc,enw-gwrywaidd,troseddwr,criminal,"Masculine noun meaning ""criminal/offender"". Plural: troseddwyr. Example: Cafodd y troseddwr ei ddal yn gyflym.","Enw gwrywaidd sy’n golygu ""troseddwr"" (criminal). Lluosog: troseddwyr. Enghraifft: Cafodd y troseddwr ei ddal yn gyflym.","Mae'r papur yn sôn am y","heddiw.","Glossary: papur=newspaper; sôn=talk about/mention; heddiw=today","Geirfa: papur=newspaper; sôn=talk about/mention; heddiw=today",troseddwr,troseddwr,"troseddwr|troseddwyr|troseddu|trosedd","""Troseddwr"" means ""criminal"". Here it follows ""y"" (the) and stays in its normal form.","Mae ""troseddwr"" yn golygu ""criminal"". Yma mae’n dilyn ""y"" (the) ac yn aros yn ei ffurf arferol.","noun|masculine|crime|uwch2|uned6","enw|gwrywaidd|trosedd|uwch2|uned6"
v000032,Uwch 2,6,noun-pl,enw-lluosog,troseddwyr,criminals,"Plural of ""troseddwr"": troseddwyr. Example: Cafodd y troseddwyr eu cosbi.","Lluosog ""troseddwr"": troseddwyr. Enghraifft: Cafodd y troseddwyr eu cosbi.","Mae'r papur yn sôn am y","mewn erthygl hir.","Glossary: erthygl=article; hir=long","Geirfa: erthygl=article; hir=long",troseddwyr,troseddwyr,"troseddwyr|troseddwr|troseddau|troseddu","This is the plural form ""troseddwyr"" (criminals). In this sentence it follows ""y"" and does not need mutation.","Dyma’r ffurf luosog ""troseddwyr"". Yn y frawddeg hon mae’n dilyn ""y"" ac nid oes treiglad angen.","noun|plural|crime|uwch2|uned6","enw|lluosog|trosedd|uwch2|uned6"
v000033,Uwch 2,6,noun-masc,enw-gwrywaidd,tywysydd,guide,"Masculine noun meaning ""guide"". Plural: tywyswyr. Example: Mae'r tywysydd yn adnabod y llwybr.","Enw gwrywaidd sy’n golygu ""tywysydd"". Lluosog: tywyswyr. Enghraifft: Mae'r tywysydd yn adnabod y llwybr.","Roedden ni'n dibynnu ar ei","yn y mynyddoedd.","Glossary: dibynnu=to depend; ar ei=on his; mynyddoedd=mountains","Geirfa: dibynnu=to depend; ar ei=ar ei (ef); mynyddoedd=mountains",dywysydd,dywysydd,"dywysydd|tywysydd|tywyswyr|dywyswyr","""Tywysydd"" is masculine. After ""ei"" (his), soft mutation applies: ""tywysydd"" → ""dywysydd"" (t→d).","Mae ""tywysydd"" yn enw gwrywaidd. Ar ôl ""ei"" (ei ef) ceir treiglad meddal: ""tywysydd"" → ""dywysydd"" (t→d).","noun|masculine|mutation|travel|outdoors|uwch2|uned6","enw|gwrywaidd|treiglad|teithio|awyr_agored|uwch2|uned6"
v000034,Uwch 2,6,noun-pl,enw-lluosog,tywyswyr,guides,"Plural of ""tywysydd"": tywyswyr. Example: Mae'r tywyswyr yn arwain y grŵp.","Lluosog ""tywysydd"": tywyswyr. Enghraifft: Mae'r tywyswyr yn arwain y grŵp.","Roedden ni'n ymddiried yn llwyr yn eu","ar y daith.","Glossary: ymddiried=to trust; yn llwyr=completely; eu=their; taith=trip/journey","Geirfa: ymddiried=to trust; yn llwyr=completely; eu=their; taith=trip/journey",tywyswyr,tywyswyr,tywyswyr|dywyswyr|tywysydd|dywysydd,"This card tests the plural noun ""tywyswyr"" meaning ""guides"". In this sentence we use the unmutated form after ""eu"" so it stays ""tywyswyr"".","Mae’r cerdyn hwn yn profi’r enw lluosog ""tywyswyr"" sy’n golygu ""guides"". Yn y frawddeg hon defnyddir y ffurf heb dreiglad ar ôl ""eu"" felly mae’n aros yn ""tywyswyr"".","noun|plural|travel|outdoors|uwch2|uned6","enw|lluosog|teithio|awyr_agored|uwch2|uned6"
v000035,Uwch 2,6,noun-masc,enw-gwrywaidd,ymchwiliad,investigation,"Masculine noun meaning ""investigation"". Plural: ymchwiliadau. Example: Mae ymchwiliad yn mynd rhagddo.","Enw gwrywaidd sy’n golygu ""ymchwiliad"". Lluosog: ymchwiliadau. Enghraifft: Mae ymchwiliad yn mynd rhagddo.","Mae'r heddlu'n cynnal","i'r digwyddiad.","Glossary: heddlu=police; cynnal=to conduct; digwyddiad=event/incident","Geirfa: heddlu=police; cynnal=to conduct; digwyddiad=event/incident",ymchwiliad,ymchwiliad,"ymchwiliad|ymchwiliadau|chwiliad|ymchwilio","""Ymchwiliad"" means ""investigation"". It follows the verb ""cynnal"" (to conduct), so it stays in its normal form here.","Mae ""ymchwiliad"" yn golygu ""investigation"". Mae’n dilyn y ferf ""cynnal"" (to conduct), felly mae’n aros yn ei ffurf arferol yma.","noun|masculine|law|work|uwch2|uned6","enw|gwrywaidd|cyfraith|gwaith|uwch2|uned6"
v000036,Uwch 2,6,noun-pl,enw-lluosog,ymchwiliadau,investigations,"Plural of ""ymchwiliad"" (investigation): ymchwiliadau. Example: Mae'r ymchwiliadau'n mynd rhagddynt.","Lluosog ""ymchwiliad"": ymchwiliadau. Enghraifft: Mae'r ymchwiliadau'n mynd rhagddynt.","Mae'r","'n mynd rhagddynt ar hyn o bryd.","Glossary: ar hyn o bryd=at the moment; mynd rhagddynt=to be ongoing","Geirfa: ar hyn o bryd=at the moment; mynd rhagddynt=to be ongoing",ymchwiliadau,ymchwiliadau,ymchwiliadau|ymchwiliad|ymchwiliadiau|ymchwiliadauu,"This card tests the plural form ""ymchwiliadau"". The sentence needs a plural noun after ""Mae'r"" (the), so you use ""ymchwiliadau"".","Mae'r cerdyn hwn yn profi'r ffurf luosog ""ymchwiliadau"". Mae'r frawddeg yn galw am enw lluosog ar ôl ""Mae'r"" (the), felly defnyddir ""ymchwiliadau"".","noun|plural|law|work|uwch2|uned6","enw|lluosog|cyfraith|gwaith|uwch2|uned6"
v000037,Uwch 2,6,verb-noun,berfenw,arwyddo,to sign,"Verb-noun meaning ""to sign"" (e.g., a form or contract). Example: Wnest ti arwyddo'r cytundeb eisoes?","Berfenw sy’n golygu ""to sign"" (e.e., ffurflen neu gontract). Enghraifft: Wnest ti arwyddo'r cytundeb eisoes?","Mae angen i chi","y ffurflen cyn dydd Gwener.","Glossary: mae angen=there is a need; i chi=for you/to you; ffurflen=form; cyn=before; dydd Gwener=Friday","Geirfa: mae angen=there is a need; i chi=for you/to you; ffurflen=form; cyn=before; dydd Gwener=Friday",arwyddo,arwyddo,"arwyddo|arwyddo","""Arwyddo"" means ""to sign"". In this sentence it follows ""i"" (to) and starts with a vowel, so it stays unchanged.","Mae ""arwyddo"" yn golygu ""to sign"". Yn y frawddeg hon mae’n dilyn ""i"" (to) ac yn dechrau gyda llafariad, felly mae’n aros yr un fath.","verbnoun|forms|administration|uwch2|uned6","berfenw|ffurflenni|gweinyddiaeth|uwch2|uned6"
v000038,Uwch 2,6,verb-noun,berfenw,brwydro,to battle,"Verb-noun meaning ""to battle/fight"" (literally or figuratively). Example: Buont yn brwydro am eu hawliau.","Berfenw sy’n golygu ""to battle/fight"" (yn llythrennol neu’n ffigurol). Enghraifft: Buont yn brwydro am eu hawliau.","Aethon nhw i","am bob metr.","Glossary: aethon nhw=they went; i=to; am=for; pob=each; metr=meter","Geirfa: aethon nhw=they went; i=to; am=for; pob=each; metr=meter",frwydro,frwydro,"frwydro|brwydro|ffrwydro|brwydr","""Brwydro"" means ""to battle"". After the preposition ""i"" (to), a soft mutation is used: ""brwydro"" becomes ""frwydro"" (b→f).","Mae ""brwydro"" yn golygu ""to battle"". Ar ôl y rhagferf ""i"" (to), defnyddir treiglad meddal: mae ""brwydro"" yn dod yn ""frwydro"" (b→f).","verbnoun|mutation|conflict|uwch2|uned6","berfenw|treiglad|gwrthdaro|uwch2|uned6"
v000039,Uwch 2,6,verb-noun,berfenw,catalogio,to catalogue,"Verb-noun meaning ""to catalogue"" (list/record systematically). Example: Mae'r amgueddfa'n catalogio'r casgliad.","Berfenw sy’n golygu ""to catalogue"" (rhestru/cofnodi’n systematig). Enghraifft: Mae'r amgueddfa'n catalogio'r casgliad.","Mae'r tîm yn mynd i","yr holl ddogfennau cyn y lansiad.","Glossary: tîm=team; yn mynd i=going to; dogfennau=documents; cyn=before; lansiad=launch","Geirfa: tîm=team; yn mynd i=going to; dogfennau=documents; cyn=before; lansiad=launch",gatalogio,gatalogio,"gatalogio|catalogio|gatalogi|catalegio","""Catalogio"" means ""to catalogue"". After ""i"" (to), soft mutation changes ""c"" to ""g"": ""catalogio"" → ""gatalogio"".","Mae ""catalogio"" yn golygu ""to catalogue"". Ar ôl ""i"" (to), mae treiglad meddal yn newid ""c"" i ""g"": ""catalogio"" → ""gatalogio"".","verbnoun|mutation|work|records|uwch2|uned6","berfenw|treiglad|gwaith|cofnodion|uwch2|uned6"
v000040,Uwch 2,6,verb-noun,berfenw,dedfrydu,to sentence,"Verb-noun meaning ""to sentence"" (in court). Example: Bydd y barnwr yn dedfrydu'r diffynnydd yfory.","Berfenw sy’n golygu ""to sentence"" (mewn llys). Enghraifft: Bydd y barnwr yn dedfrydu'r diffynnydd yfory.","Cafodd y barnwr ganiatâd i","y diffynnydd heddiw.","Glossary: barnwr=judge; caniatâd=permission; i=to; diffynnydd=defendant; heddiw=today","Geirfa: barnwr=judge; caniatâd=permission; i=to; diffynnydd=defendant; heddiw=today",ddedfrydu,ddedfrydu,"ddedfrydu|dedfrydu|deddyfrydu|dedfryd","""Dedfrydu"" means ""to sentence"". After ""i"" (to), soft mutation changes ""d"" to ""dd"": ""dedfrydu"" → ""ddedfrydu"".","Mae ""dedfrydu"" yn golygu ""to sentence"". Ar ôl ""i"" (to), mae treiglad meddal yn newid ""d"" i ""dd"": ""dedfrydu"" → ""ddedfrydu"".","verbnoun|mutation|law|court|uwch2|uned6","berfenw|treiglad|cyfraith|llys|uwch2|uned6"
v000041,Uwch 2,6,verb-noun,berfenw,difrodi,to damage,"Verb-noun meaning ""to damage"" (physically or otherwise). Example: Gall storm ddifrodi tai a ffyrdd.","Berfenw sy’n golygu ""to damage"" (yn gorfforol neu fel arall). Enghraifft: Gall storm ddifrodi tai a ffyrdd.","Does neb eisiau i","yr adeilad hanesyddol.","Glossary: does neb=nobody; eisiau=want; i=to; adeilad=building; hanesyddol=historical","Geirfa: does neb=nobody; eisiau=want; i=to; adeilad=building; hanesyddol=historical",ddifrodi,ddifrodi,"ddifrodi|difrodi|difrod|didifrodi","""Difrodi"" means ""to damage"". After ""i"" (to), soft mutation changes ""d"" to ""dd"": ""difrodi"" → ""ddifrodi"".","Mae ""difrodi"" yn golygu ""to damage"". Ar ôl ""i"" (to), mae treiglad meddal yn newid ""d"" i ""dd"": ""difrodi"" → ""ddifrodi"".","verbnoun|mutation|buildings|risk|uwch2|uned6","berfenw|treiglad|adeiladau|perygl|uwch2|uned6"
v000042,Uwch 2,6,verb-noun,berfenw,digido,to digitize,"Verb-noun meaning ""to digitize"" (make digital). Example: Rydyn ni'n digido archif y papurau.","Berfenw sy’n golygu ""to digitize"" (trosi’n ddigidol). Enghraifft: Rydyn ni'n digido archif y papurau.","Rydyn ni'n ceisio i","yr hen luniau cyn diwedd y mis.","Glossary: ceisio=to try; i=to; hen=old; lluniau=photos; cyn diwedd=before the end; mis=month","Geirfa: ceisio=to try; i=to; hen=old; lluniau=photos; cyn diwedd=before the end; mis=month",ddigido,ddigido,"ddigido|digido|digidol|ddigidio","""Digido"" means ""to digitize"". After ""i"" (to), soft mutation changes ""d"" to ""dd"": ""digido"" → ""ddigido"".","Mae ""digido"" yn golygu ""to digitize"". Ar ôl ""i"" (to), mae treiglad meddal yn newid ""d"" i ""dd"": ""digido"" → ""ddigido"".","verbnoun|mutation|technology|archives|uwch2|uned6","berfenw|treiglad|technoleg|archifau|uwch2|uned6"
v000043,Uwch 2,6,verb-noun,berfenw,dogni,to ration,"Verb-noun meaning ""to ration"" (limit and share out). Example: Bu'n rhaid dogni bwyd yn ystod y gaeaf.","Berfenw sy’n golygu ""to ration"" (cyfyngu a rhannu allan). Enghraifft: Bu'n rhaid dogni bwyd yn ystod y gaeaf.","Penderfynodd y cyngor i","ddŵr yn ystod y sychder.","Glossary: penderfynodd=decided; cyngor=council; i=to; dŵr=water; yn ystod=during; sychder=drought","Geirfa: penderfynodd=decided; cyngor=council; i=to; dŵr=water; yn ystod=during; sychder=drought",ddogni,ddogni,"ddogni|dogni|dogn|ddongni","""Dogni"" means ""to ration"". After ""i"" (to), soft mutation changes ""d"" to ""dd"": ""dogni"" → ""ddogni"".","Mae ""dogni"" yn golygu ""to ration"". Ar ôl ""i"" (to), mae treiglad meddal yn newid ""d"" i ""dd"": ""dogni"" → ""ddogni"".","verbnoun|mutation|resources|society|uwch2|uned6","berfenw|treiglad|adnoddau|cymdeithas|uwch2|uned6"
v000044,Uwch 2,6,verb-noun,berfenw,enwebu,to nominate,"Verb-noun meaning ""to nominate"" (put forward a name). Example: Byddan nhw'n enwebu rhywun ar gyfer y wobr.","Berfenw sy’n golygu ""to nominate"" (cynnig enw). Enghraifft: Byddan nhw'n enwebu rhywun ar gyfer y wobr.","Bwriad y pwyllgor yw i","gadeirydd newydd.","Glossary: bwriad=intention; pwyllgor=committee; yw=is; i=to; cadeirydd=chairperson; newydd=new","Geirfa: bwriad=intention; pwyllgor=committee; yw=is; i=to; cadeirydd=chairperson; newydd=new",enwebu,enwebu,"enwebu|henwebu|enw|enwebiad","""Enwebu"" means ""to nominate"". After ""i"" here, it stays the same because it starts with a vowel (no mutation).","Mae ""enwebu"" yn golygu ""to nominate"". Ar ôl ""i"" yma, mae’n aros yr un fath gan ei fod yn dechrau gyda llafariad (dim treiglad).","verbnoun|committee|formal|uwch2|uned6","berfenw|pwyllgor|swyddogol|uwch2|uned6"
v000045,Uwch 2,6,verb-noun,berfenw,gohirio,to postpone,"Verb-noun meaning ""to postpone"" (delay to a later time). Example: Rhaid gohirio'r digwyddiad oherwydd y tywydd.","Berfenw sy’n golygu ""to postpone"" (oedi tan yn hwyrach). Enghraifft: Rhaid gohirio'r digwyddiad oherwydd y tywydd.","Cytunon nhw i","y cyfarfod tan wythnos nesaf.","Glossary: cytunon nhw=they agreed; i=to; cyfarfod=meeting; tan=until; wythnos=week; nesaf=next","Geirfa: cytunon nhw=they agreed; i=to; cyfarfod=meeting; tan=until; wythnos=week; nesaf=next",ohirio,ohirio,"ohirio|gohirio|hohirio|ohiriad","""Gohirio"" means ""to postpone"". After ""i"" (to), soft mutation removes the initial ""g"": ""gohirio"" → ""ohirio"".","Mae ""gohirio"" yn golygu ""to postpone"". Ar ôl ""i"" (to), mae treiglad meddal yn tynnu'r ""g"" ar y dechrau: ""gohirio"" → ""ohirio"".","verbnoun|mutation|planning|time|uwch2|uned6","berfenw|treiglad|cynllunio|amser|uwch2|uned6"
v000046,Uwch 2,6,noun-fem,enw-benywaidd,deiseb,petition,"Feminine noun meaning ""petition"". Plural: deisebau. Example: Llofnododd hi ddeiseb i achub yr ysgol leol.","Enw benywaidd sy’n golygu ""deiseb"". Lluosog: deisebau. Enghraifft: Llofnododd hi ddeiseb i achub yr ysgol leol.","Dw i wedi llofnodi'r","ar-lein.","Glossary: llofnodi=to sign; ar-lein=online","Geirfa: llofnodi=to sign; ar-lein=online",ddeiseb,ddeiseb,"ddeiseb|deiseb|deisebau|ddeisebau","Because it’s a feminine singular noun, it soft-mutates after ""y"" (the): ""deiseb"" → ""ddeiseb"" (d→dd).","Gan ei fod yn enw benywaidd unigol, mae’n treiglo’n feddal ar ôl ""y"" (the): ""deiseb"" → ""ddeiseb"" (d→dd).","noun|feminine|mutation|civic|uwch2|uned6","enw|benywaidd|treiglad|dinesig|uwch2|uned6"
v000047,Uwch 2,6,noun-pl,enw-lluosog,deisebau,petitions,"Plural of ""deiseb"" (petition): deisebau. Example: Mae'r deisebau wedi cael llawer o gefnogaeth.","Lluosog ""deiseb"": deisebau. Enghraifft: Mae'r deisebau wedi cael llawer o gefnogaeth.","Mae'r","wedi cael miloedd o lofnodion.","Glossary: miloedd=thousands; llofnodion=signatures","Geirfa: miloedd=thousands; llofnodion=signatures",deisebau,deisebau,deisebau|ddeisebau|deiseb|ddeiseb,"This card tests the plural form ""deisebau"" (petitions). After ""Mae'r"" (the), you use the plural noun ""deisebau"" here.","Mae’r cerdyn hwn yn profi’r ffurf luosog ""deisebau"". Ar ôl ""Mae'r"", defnyddir yr enw lluosog ""deisebau"" yma.","noun|plural|civic|petition|uwch2|uned6","enw|lluosog|dinesig|deiseb|uwch2|uned6"
v000048,Uwch 2,6,placename,enw-lle,Gwlad Belg,Belgium,"Place name meaning ""Belgium"" (literally ""the country of Belgium""). Example: Mae ganddi deulu yng Ngwlad Belg.","Enw lle sy’n golygu ""Belgium"" (yn llythrennol ""Gwlad Belg""). Enghraifft: Mae ganddi deulu yng Ngwlad Belg.","Es i i","llynedd.","Glossary: es i=I went; i=to; llynedd=last year","Geirfa: es i=I went; i=to; llynedd=last year",Wlad Belg,Wlad Belg,"Wlad Belg|Gwlad Belg|Wlad Bel|Gwlad Bel","After ""i"" (to), soft mutation applies and initial ""g"" disappears: ""Gwlad Belg"" → ""Wlad Belg"".","Ar ôl ""i"" (to), ceir treiglad meddal ac mae’r ""g"" ar y dechrau’n diflannu: ""Gwlad Belg"" → ""Wlad Belg"".","placename|mutation|travel|europe|uwch2|uned6","enw_lle|treiglad|teithio|ewrop|uwch2|uned6"
v000049,Uwch 2,6,adjective,ansoddair,barddol,bardic,"Adjective meaning ""bardic"" (poetic, in the style of a bard). Example: Mae ganddi arddull farddol iawn.","Ansoddair sy’n golygu ""barddol"" (yn farddol/yn arddull bardd). Enghraifft: Mae ganddi arddull farddol iawn.","Mae'r arddull yn",,"Glossary: arddull=style","Geirfa: arddull=style",farddol,farddol,"farddol|barddol|fardol|farddoll","After ""yn"" when describing something, Welsh normally uses a soft mutation. So ""barddol"" becomes ""farddol"" (b→f).","Ar ôl ""yn"" wrth ddisgrifio rhywbeth, defnyddir treiglad meddal fel arfer. Felly mae ""barddol"" yn dod yn ""farddol"" (b→f).","adjective|mutation|literature|style|uwch2|uned6","ansoddair|treiglad|llenyddiaeth|arddull|uwch2|uned6"
v000050,Uwch 2,6,adjective,ansoddair,cyflawn,"complete, entire","Adjective meaning ""complete/entire"". Example: Rhaid inni gael darlun gyflawn o'r sefyllfa.","Ansoddair sy’n golygu ""cyflawn/cyfan"". Enghraifft: Rhaid inni gael darlun gyflawn o'r sefyllfa.","Rhaid inni gael darlun","o'r sefyllfa.","Glossary: rhaid=must; inni=for us; darlun=picture; sefyllfa=situation","Geirfa: rhaid=must; inni=for us; darlun=picture; sefyllfa=situation",gyflawn,gyflawn,"gyflawn|cyflawn|gyflan|gyflawni","Here the adjective follows the feminine singular noun ""darlun"", so it takes a soft mutation: ""cyflawn"" → ""gyflawn"" (c→g).","Yma mae’r ansoddair yn dilyn yr enw benywaidd unigol ""darlun"", felly ceir treiglad meddal: ""cyflawn"" → ""gyflawn"" (c→g).","adjective|mutation|grammar|writing|uwch2|uned6","ansoddair|treiglad|gramadeg|ysgrifennu|uwch2|uned6"
v000051,Uwch 2,6,adjective,ansoddair,digonol,sufficient,"Adjective meaning ""sufficient/adequate"". Example: Dydy'r dystiolaeth ddim yn ddigonol.","Ansoddair sy’n golygu ""digonol"" (sufficient/adequate). Enghraifft: Dydy'r dystiolaeth ddim yn ddigonol.","Dydy'r dystiolaeth ddim yn","i brofi hynny.","Glossary: tystiolaeth=evidence; i brofi=to prove; hynny=that","Geirfa: tystiolaeth=evidence; i brofi=to prove; hynny=that",ddigonol,ddigonol,"ddigonol|digonol|ddigon|ddigonedd","After ""yn"" (including ""ddim yn ...""), Welsh normally uses a soft mutation. So ""digonol"" becomes ""ddigonol"" (d→dd).","Ar ôl ""yn"" (gan gynnwys ""ddim yn ...""), defnyddir treiglad meddal fel arfer. Felly mae ""digonol"" yn dod yn ""ddigonol"" (d→dd).","adjective|mutation|opinion|evaluation|uwch2|uned6","ansoddair|treiglad|barn|gwerthuso|uwch2|uned6"
v000052,Uwch 2,6,adjective,ansoddair,dyngarol,"humanitarian, philanthropic","Adjective meaning ""humanitarian/philanthropic"". Example: Mae hi'n gwneud gwaith dyngarol ledled y byd.","Ansoddair sy’n golygu ""dyngarol"" (humanitarian/philanthropic). Enghraifft: Mae hi'n gwneud gwaith dyngarol ledled y byd.","Mae'r elusen yn",,"Glossary: elusen=charity","Geirfa: elusen=charity",ddynarol,ddynarol,"ddynarol|dyngarol|dynarol|ddygarol","After ""yn"" when describing something, Welsh normally uses a soft mutation. So ""dyngarol"" becomes ""ddynarol"" (d→dd).","Ar ôl ""yn"" wrth ddisgrifio rhywbeth, defnyddir treiglad meddal fel arfer. Felly mae ""dyngarol"" yn dod yn ""ddynarol"" (d→dd).","adjective|mutation|charity|society|uwch2|uned6","ansoddair|treiglad|elusen|cymdeithas|uwch2|uned6"
v000053,Uwch 2,6,adjective,ansoddair,erchyll,horrific,"Adjective meaning ""horrific/awful"". Example: Roedd hi'n teimlo'n erchyll ar ôl y newyddion.","Ansoddair sy’n golygu ""erchyll"" (horrific/awful). Enghraifft: Roedd hi'n teimlo'n erchyll ar ôl y newyddion.","Roedd y ddamwain yn",,"Glossary: damwain=accident","Geirfa: damwain=accident",erchyll,erchyll,"erchyll|yrchyll|erchill|erchyllu","""Erchyll"" starts with a vowel sound, so it doesn’t change here. You just use ""erchyll"" after ""yn"".","Mae ""erchyll"" yn dechrau gyda llafariad, felly dydy e ddim yn newid yma. Defnyddir ""erchyll"" ar ôl ""yn"".","adjective|no-mutation|feelings|events|uwch2|uned6","ansoddair|dim_treiglad|teimladau|digwyddiadau|uwch2|uned6"
v000054,Uwch 2,6,adjective,ansoddair,perthnasol,relevant,"Adjective meaning ""relevant"". Example: Mae'r wybodaeth yn berthnasol i'r drafodaeth.","Ansoddair sy’n golygu ""perthnasol"" (relevant). Enghraifft: Mae'r wybodaeth yn berthnasol i'r drafodaeth.","Ydy'r pwynt hwn yn",,"Glossary: pwynt=point; ydy=Is it...?","Geirfa: pwynt=point; ydy=Is it...?",berthnasol,berthnasol,"berthnasol|perthnasol|pherthnasol|perthnasedd","After ""yn"" when describing something, Welsh normally uses a soft mutation. So ""perthnasol"" becomes ""berthnasol"" (p→b).","Ar ôl ""yn"" wrth ddisgrifio rhywbeth, defnyddir treiglad meddal fel arfer. Felly mae ""perthnasol"" yn dod yn ""berthnasol"" (p→b).","adjective|mutation|discussion|work|uwch2|uned6","ansoddair|treiglad|trafodaeth|gwaith|uwch2|uned6"
v000055,Uwch 2,6,adverb,adferf,ar gyfartaledd,on average,"Adverbial phrase meaning ""on average"". It’s a fixed phrase used to describe a typical amount or frequency. Example: Dw i'n gweithio tua chwe awr yr wythnos ar gyfartaledd.","Ymadrodd adferfol sy’n golygu ""on average"". Ymadrodd sefydlog yw e i ddisgrifio faint neu amlder nodweddiadol. Enghraifft: Dw i'n gweithio tua chwe awr yr wythnos ar gyfartaledd.","Dw i'n treulio tua dwy awr y dydd","ar y ffôn.","Glossary: treulio=to spend (time); tua=about; dwy=two; awr=hour; y dydd=per day; ffôn=phone","Geirfa: treulio=to spend (time); tua=about; dwy=two; awr=hour; y dydd=per day; ffôn=phone",ar gyfartaledd,ar gyfartaledd,"ar gyfartaledd|ar gyfartaledd","ar gyfartaledd|yn gyfartaledd|ar y cyfartaledd|ar gyfartaled","""Ar gyfartaledd"" is a fixed adverbial phrase meaning ""on average"". It’s often placed after a quantity (e.g. ""tua dwy awr y dydd"") to show it’s the typical figure.","Ymadrodd sefydlog yw ""ar gyfartaledd"" sy’n golygu ""on average"". Yn aml mae’n dod ar ôl swm (e.e. ""tua dwy awr y dydd"") i ddangos mai dyna’r ffigur nodweddiadol.","adverb|quantity|time|frequency|uwch2|uned6","adferf|swm|amser|amlder|uwch2|uned6"
v000056,Uwch 2,6,constructions+phrases,cystrawennau+ymadroddion,Y Ffiwsilwyr Brenhinol Cymreig,The Royal Welsh Fusiliers,"Proper name of a Welsh regiment: ""Y Ffiwsilwyr Brenhinol Cymreig"". Used in historical or military contexts. Example: Roedd e'n falch o'i wasanaeth yn y Ffiwsilwyr Brenhinol Cymreig.","Enw priod catrawd Cymreig: ""Y Ffiwsilwyr Brenhinol Cymreig"". Fe’i defnyddir mewn cyd-destunau hanesyddol neu filwrol. Enghraifft: Roedd e'n falch o'i wasanaeth yn y Ffiwsilwyr Brenhinol Cymreig.","Roedd y seremoni'n anrhydeddu","yn y parc.","Glossary: seremoni=ceremony; anrhydeddu=to honour; parc=park","Geirfa: seremoni=ceremony; anrhydeddu=to honour; parc=park","Y Ffiwsilwyr Brenhinol Cymreig","Y Ffiwsilwyr Brenhinol Cymreig|y Ffiwsilwyr Brenhinol Cymreig","Y Ffiwsilwyr Brenhinol Cymreig|Y Ffiwsilwyr Brenhinol Cymraeg|Y Ffiwsilwyr Cymreig Brenhinol|Y Ffiwsilwyr Brenhinol Cymru","This is a fixed proper name. In this sentence it’s the object of the verb ""anrhydeddu"" (to honour), so you insert the full official Welsh name unchanged.","Enw priod sefydlog yw hwn. Yn y frawddeg hon mae’n wrthrych i’r ferf ""anrhydeddu"", felly rwyt ti’n rhoi’r enw Cymraeg llawn heb ei newid.","proper_name|military|history|wales|uwch2|uned6","enw_priod|milwrol|hanes|cymru|uwch2|uned6"
CardID,Course,Unit,WordCategoryEn,WordCategoryCy,BaseCy,BaseEn,NotesEn,NotesCy,BeforeCy,AfterCy,SentenceHelpEn,SentenceHelpCy,AnswerCy,AcceptedAnswerArray,OptionsArray,WhyEn,WhyCy,TagsEn,TagsCy
v000057,Uwch 1,14,noun-fem,enw benywaidd,cred,belief(s),"Feminine noun meaning ""belief"" (plural: credoau). Common pattern: ""cred mewn..."" Example: ""Mae gen i gred gryf mewn addysg.""","Enw benywaidd sy’n golygu ""cred"" (lluosog: credoau). Patrwm cyffredin: ""cred mewn..."" Enghraifft: ""Mae gen i gred gryf mewn addysg.""","Dw i ddim yn siŵr os oes gen i'r ","mewn gwyrthiau.",Glossary: ddim yn siŵr=not sure; gwyrthiau=miracles,Geirfa: ddim yn siŵr=ddim yn sicr; gwyrthiau=gwyrthiau,gred,gred,gred|y cred|credoau|credau,"gred|y cred|credoau|credau","After ""i'r"" (= i + y), feminine singular nouns soft-mutate. Cred → gred (c→g).","Ar ôl ""i'r"" (= i + y), mae enwau benywaidd unigol yn treiglo’n feddal. Cred → gred (c→g).",beliefs|noun|feminine|mutation|uwch1,credoau|enw|benywaidd|treiglad|uwch1
