CardId,RuleFamily,RuleCategory,Trigger,Base,Translate,WordCategory,Before,After,Answer,Outcome,Why,Why-Cym
c000084,"Soft, Contact",Preposition,o,dechrau,start/beginning,noun-masc,Newidiwyd y rheolau o,’r tymor.,ddechrau,SM,"o causes soft mutation, so dechrau becomes ddechrau (d → dd).","Mae o yn achosi treiglad meddal, felly dechrau → ddechrau (d → dd)."
c000085,"Soft, Contact",Preposition,o,cyngor,advice / council,noun-masc,Mae angen rhywfaint o,arnom ni.,gyngor,SM,"o causes soft mutation, so cyngor becomes gyngor (c → g).","Mae o yn achosi treiglad meddal, felly cyngor → gyngor (c → g)."
c000086,"Soft, Contact",Preposition,o,bwyd,food,noun-masc,Mae angen prynu mwy o,cyn y penwythnos.,fwyd,SM,"o causes soft mutation, so bwyd becomes fwyd (b → f).","Mae o yn achosi treiglad meddal, felly bwyd → fwyd (b → f)."
c000087,"Soft, Contact",Preposition,o,busnes,business,noun-masc,Dw i ddim eisiau trafod pethau o,yn gyhoeddus.,fusnes,SM,"o causes soft mutation, so busnes becomes fusnes (b → f).","Mae o yn achosi treiglad meddal, felly busnes → fusnes (b → f)."
c000088,"Soft, Contact",Preposition,o,maes,field/area,noun-masc,Mae hwn yn rhan o,ymchwil diddorol.,faes,SM,"o causes soft mutation, so maes becomes faes (m → f).","Mae o yn achosi treiglad meddal, felly maes → faes (m → f)."
c000089,None,Preposition,o,digon,enough,noun-masc,Doedden ni ddim yn cael,o amser.,digon,NONE,"In the phrase digon o… (“enough of…”), digon stays unchanged; it’s the noun after o that may mutate.","Yn y patrwm digon o… (“enough of…”), mae digon yn aros yr un fath; yr enw ar ôl o yw’r un a all dreiglo."
c000090,"Soft, Contact",Preposition,o,duw,God,noun-masc,O,! Gobeithio nad yw’n wir.,Dduw,SM,"In an exclamation like O Dduw!, O triggers soft mutation, so Duw becomes Dduw (d → dd).","Mewn ebychiad fel O Dduw!, mae O yn achosi treiglad meddal, felly Duw → Dduw (d → dd)."
c000091,"Soft, Contact",Preposition,o,canol,middle/centre,noun-masc,Daeth y sŵn o,ganol y ddinas.,ganol,SM,"o causes soft mutation, so canol becomes ganol (c → g).","Mae o yn achosi treiglad meddal, felly canol → ganol (c → g)."
c000092,"Soft, Contact",Preposition,o,profiad,experience,noun-masc,Dw i’n siarad o,personol.,brofiad,SM,"o causes soft mutation, so profiad becomes brofiad (p → b), as in o brofiad personol.","Mae o yn achosi treiglad meddal, felly profiad → brofiad (p → b), fel yn o brofiad personol."
c000093,"Soft, Contact",Preposition,o,cartref,home,noun-masc,Maen nhw’n gweithio o,ddwywaith yr wythnos.,gartref,SM,"o causes soft mutation, so cartref becomes gartref (c → g).","Mae o yn achosi treiglad meddal, felly cartref → gartref (c → g)."
c000094,"Soft, Contact",Preposition,o,gogledd,north,noun-masc,Daethon nhw o,Gymru.,ogledd,SM,"o causes soft mutation. With g-, the g disappears, so gogledd becomes ogledd (o ogledd Cymru).","Mae o yn achosi treiglad meddal. Gyda g-, mae’r g yn diflannu, felly gogledd → ogledd (o ogledd Cymru)."
c000095,"Soft, Contact",Preposition,o,cymorth,help/assistance,noun-masc,Fe ddylai hynny fod o,i’r teulu.,gymorth,SM,"o causes soft mutation, so cymorth becomes gymorth (c → g).","Mae o yn achosi treiglad meddal, felly cymorth → gymorth (c → g)."
c000096,"Soft, Contact",Preposition,o,canlyniad,result/consequence,noun-masc,O,", penderfynwyd cau’r ffordd.",ganlyniad,SM,"Fixed phrase o ganlyniad (“as a result”): o causes soft mutation, so canlyniad becomes ganlyniad (c → g).","Mynegiant sefydlog o ganlyniad (“as a result”): mae o yn achosi treiglad meddal, felly canlyniad → ganlyniad (c → g)."
c000097,"Soft, Contact",Preposition,o,popeth,everything,noun-masc,Rydyn ni’n dysgu o,bob dydd.,bopeth,SM,"o causes soft mutation, so popeth becomes bopeth (p → b).","Mae o yn achosi treiglad meddal, felly popeth → bopeth (p → b)."
c000098,"Soft, Contact",Preposition,am,munud,minute,noun-masc,Aros am,", plis.",funud,SM,"The preposition am often causes soft mutation on the next word, so munud becomes funud (m → f).","Mae’r arddodiad am yn aml yn achosi treiglad meddal ar y gair nesaf, felly munud → funud (m → f)."
c000099,"Soft, Contact",Preposition,o,mater,matter/issue,noun-masc,Roedd yn achos o,personol.,fater,SM,"The preposition o (“of/from”) makes the next word take soft mutation, so mater becomes fater (m → f).","Mae’r arddodiad o (“of/from”) yn achosi treiglad meddal ar y gair nesaf, felly mater → fater (m → f)."
c000100,"Soft, Contact",Preposition,o,cefndir,background,noun-masc,Daw hi o,gwledig.,gefndir,SM,"o causes soft mutation on the next word, so cefndir becomes gefndir (c → g).","Mae o yn achosi treiglad meddal ar y gair nesaf, felly cefndir → gefndir (c → g)."
c000101,"Soft, Contact",Preposition,am,dyfodol,future,noun-masc,Rydyn ni’n ymgyrchu am,gwell.,ddyfodol,SM,"The preposition am often causes soft mutation, so dyfodol becomes ddyfodol (d → dd).","Mae’r arddodiad am yn aml yn achosi treiglad meddal, felly dyfodol → ddyfodol (d → dd)."
c000102,"Soft, Contact",Preposition,o,tir,land,noun-masc,Prynwyd darn o,fferm.,dir,SM,"o causes soft mutation on the next word, so tir becomes dir (t → d).","Mae o yn achosi treiglad meddal ar y gair nesaf, felly tir → dir (t → d)."
c000103,"Soft, Contact",Preposition,o,gweinidog,minister,noun-masc,Daeth y neges o,heddiw.,weinidog,SM,"With soft mutation, an initial g- disappears. After o, gweinidog becomes weinidog.","Mewn treiglad meddal, mae g- ar ddechrau gair yn diflannu. Ar ôl o, gweinidog → weinidog."
c000104,"Soft, Contact",Preposition,am,tywydd,weather,noun-masc,Mae pawb yn siarad am,gwael.,dywydd,SM,"am causes soft mutation here, so tywydd becomes dywydd (t → d).","Mae am yn achosi treiglad meddal yma, felly tywydd → dywydd (t → d)."
c000105,"Soft, Contact",Preposition,ar,cadair,chair,noun-fem,Roedd y ci’n eistedd ar,ger y ffenest.,gadair,SM,"The preposition ar directly before a noun causes soft mutation, so cadair becomes gadair (c → g).","Mae’r arddodiad ar yn union cyn enw yn achosi treiglad meddal, felly cadair → gadair (c → g)."
c000106,"Soft, Contact",Preposition,am,bachgen,boy,noun-masc,Siaradon ni am,neithiwr wrth y drws.,fachgen,SM,"am causes soft mutation, so bachgen becomes fachgen (b → f).","Mae am yn achosi treiglad meddal, felly bachgen → fachgen (b → f)."
c000107,"Soft, Contact",Preposition,at,tad,father,noun-masc,Anfonodd y ferch lun at,ar WhatsApp.,dad,SM,"at causes soft mutation, so tad becomes dad (t → d).","Mae at yn achosi treiglad meddal, felly tad → dad (t → d)."
c000108,"Soft, Contact",Preposition,dan,pont,bridge,noun-fem,Byddaf yn aros o dan,yfory.,bont,SM,"dan causes soft mutation, so pont becomes bont (p → b).","Mae dan yn achosi treiglad meddal, felly pont → bont (p → b)."
c000109,"Soft, Contact",Preposition,dros,mis,month,noun-masc,Bydd y siop ar gau dros,nesaf.,fis,SM,"dros causes soft mutation, so mis becomes fis (m → f).","Mae dros yn achosi treiglad meddal, felly mis → fis (m → f)."
c000110,"Soft, Contact",Preposition,am,gardd,garden,noun-fem,Roedden ni’n siarad am,ar y bws bore ’ma.,ardd,SM,"With soft mutation, an initial g- disappears. After am, gardd becomes ardd.","Mewn treiglad meddal, mae g- ar ddechrau gair yn diflannu. Ar ôl am, gardd → ardd."
c000111,"Soft, Contact",Preposition,at,merch,girl/daughter,noun-fem,Aeth y neges at,yn syth ar ôl y cyfarfod.,ferch,SM,"at causes soft mutation, so merch becomes ferch (m → f).","Mae at yn achosi treiglad meddal, felly merch → ferch (m → f)."
c000112,"Soft, Contact",Preposition,ar,llyfr,book,noun-masc,Cadwodd hi’r nodyn ar,drwy’r wythnos i gyd.,lyfr,SM,"ar causes soft mutation: ll changes to l, so llyfr becomes lyfr.","Mae ar yn achosi treiglad meddal: mae ll yn newid i l, felly llyfr → lyfr."
c000113,"Soft, Contact",Preposition,dros,rhwyd,net,noun-fem,Taflodd y bêl dros,yn hawdd ac yn uchel.,rwyd,SM,"dros causes soft mutation: rh changes to r, so rhwyd becomes rwyd.","Mae dros yn achosi treiglad meddal: mae rh yn newid i r, felly rhwyd → rwyd."
c000114,None,Preposition,am,siop,shop,noun-fem,Roedden nhw’n holi am,newydd yn y dref.,siop,NONE,"This is a place where soft mutation might happen, but words starting with s do not change, so it stays siop.","Dyma fan lle gall treiglad meddal ddigwydd, ond nid yw geiriau sy’n dechrau gyda s yn newid, felly mae’n aros yn siop."
c000115,None,Preposition,at,Mererid,Mererid,name,Anfonwch y gwahoddiad at,erbyn dydd Gwener.,Mererid,NONE,"Personal names are usually left unchanged after a preposition here, so Mererid stays Mererid.","Fel arfer, mae enwau personol yn aros yr un fath ar ôl arddodiad yma, felly mae Mererid yn aros yn Mererid."
c000116,None,Preposition,dan,drws,door,noun-masc,Gadawodd hi’r mat dan y,drwy’r haf.,drws,NONE,"The word y (“the”) comes between the preposition and the noun, so there is no direct contact and no mutation.","Mae’r gair y (“the”) rhwng yr arddodiad a’r enw, felly does dim cyswllt uniongyrchol ac nid oes treiglad."
c000117,None,Preposition,dros,amser,time,noun-masc,Mae’r casgliad wedi tyfu dros,yn araf ers y llynedd.,amser,NONE,"The word starts with a vowel sound, so soft mutation does not show any change: amser stays amser.","Mae’r gair yn dechrau gyda llafariad, felly nid oes newid gweledol gyda threiglad meddal: amser yn aros yn amser."
c000118,None,Preposition,am,Berlin,Berlin,placename,Roedden ni’n siarad am,rhaglen ddoe.,Berlin,NONE,Non-Welsh place names are usually not mutated after prepositions in this type of sentence.,"Fel arfer, nid yw enwau lleoedd nad ydynt yn Gymraeg yn treiglo ar ôl arddodiaid yn y math hwn o frawddeg."
c000119,None,Preposition,ar,bwrdd,table/board,noun-masc,Rhowch y llythyr ar y gadair neu’r,ger y ffenest.,bwrdd,NONE,"The words neu’r come between the trigger and the noun, so there is no direct contact and no mutation.","Mae’r geiriau neu’r rhwng y sbardun a’r enw, felly does dim cyswllt uniongyrchol ac nid oes treiglad."
c000120,"Soft, Contact",Article,y,gardd,garden,noun-fem,Gadawodd hi’r peli yn yr,ar ôl y parti.,ardd,SM,"After the definite article (y/yr/’r) with a feminine singular noun, the noun takes soft mutation. Here g- disappears: gardd → ardd.","Ar ôl y fannod bendant (y/yr/’r) gyda enw benywaidd unigol, mae’r enw’n cael treiglad meddal. Yma mae g- yn diflannu: gardd → ardd."
c000121,"Soft, Contact",Preposition,gan,plant,children,noun-masc,Cawson ni anogaeth gan,cyn y perfformiad.,blant,SM,"gan causes soft mutation, so plant becomes blant (p → b).","Mae gan yn achosi treiglad meddal, felly plant → blant (p → b)."
c000122,"Soft, Contact",Preposition,heb,bwyd,food,noun-masc,Aethon nhw am awr heb,", ond roedd dŵr ganddyn nhw.",fwyd,SM,"heb causes soft mutation, so bwyd becomes fwyd (b → f).","Mae heb yn achosi treiglad meddal, felly bwyd → fwyd (b → f)."
c000123,"Soft, Contact",Preposition,hyd,diwedd,end,noun-masc,Bydd y siop yn aros ar agor hyd,y mis.,ddiwedd,SM,"hyd causes soft mutation, so diwedd becomes ddiwedd (d → dd).","Mae hyd yn achosi treiglad meddal, felly diwedd → ddiwedd (d → dd)."
c000124,"Soft, Contact",Preposition,i,dinas,city,noun-fem,Aethon ni i,brynhawn Sadwrn.,ddinas,SM,"i causes soft mutation, so dinas becomes ddinas (d → dd).","Mae i yn achosi treiglad meddal, felly dinas → ddinas (d → dd)."
c000125,"Soft, Contact",Preposition,o,gardd,garden,noun-fem,Cymerodd y bachgen luniau o,ger y tŷ.,ardd,SM,"With soft mutation, an initial g- disappears. After o, gardd becomes ardd.","Mewn treiglad meddal, mae g- ar ddechrau gair yn diflannu. Ar ôl o, gardd → ardd."
c000126,"Soft, Contact",Preposition,tan,mis,month,noun-masc,Bydd y gwaith yn parhau tan,Tachwedd.,fis,SM,"tan causes soft mutation, so mis becomes fis (m → f).","Mae tan yn achosi treiglad meddal, felly mis → fis (m → f)."
c000127,"Soft, Contact",Preposition,trwy,rhew,ice,noun-masc,Cerddon ni trwy,i gyrraedd y car.,rew,SM,"trwy causes soft mutation: rh changes to r, so rhew becomes rew.","Mae trwy yn achosi treiglad meddal: mae rh yn newid i r, felly rhew → rew."
c000128,"Soft, Contact",Preposition,wrth,desg,desk,noun-fem,Roedd y llythyr yn aros wrth,y swyddfa ers ddoe.,ddesg,SM,"wrth causes soft mutation, so desg becomes ddesg (d → dd).","Mae wrth yn achosi treiglad meddal, felly desg → ddesg (d → dd)."
c000129,"Soft, Contact",Preposition,gan,canu,singing/to sing,verb-noun,Aeth y criw rownd y neuadd gan,yn uchel.,ganu,SM,"gan causes soft mutation on the verb-noun, so canu becomes ganu (c → g).","Mae gan yn achosi treiglad meddal ar y berfenw, felly canu → ganu (c → g)."
c000130,"Soft, Contact",Preposition,wrth,gweiddi,shouting/to shout,verb-noun,Fe ddaeth y ci ataf wrth,ar y stryd.,weiddi,SM,"With soft mutation, an initial g- disappears. After wrth, gweiddi becomes weiddi.","Mewn treiglad meddal, mae g- ar ddechrau gair yn diflannu. Ar ôl wrth, gweiddi → weiddi."
c000131,"Soft, Contact",Preposition,o,plant,children,noun-masc,Wnaethoch chi glywed sŵn o,ar y maes?,blant,SM,"o causes soft mutation, so plant becomes blant (p → b).","Mae o yn achosi treiglad meddal, felly plant → blant (p → b)."
c000132,"Soft, Contact",Preposition,hyd,llwybr,path/route,noun-masc,Cerddon ni hyd,cul i’r ffynnon.,lwybr,SM,"hyd causes soft mutation: ll changes to l, so llwybr becomes lwybr.","Mae hyd yn achosi treiglad meddal: mae ll yn newid i l, felly llwybr → lwybr."
c000133,"Soft, Contact",Preposition,heb,dŵr,water,noun-masc,Rydym wedi bod heb,ers tri diwrnod.,ddŵr,SM,"heb causes soft mutation, so dŵr becomes ddŵr (d → dd).","Mae heb yn achosi treiglad meddal, felly dŵr → ddŵr (d → dd)."
c000134,"Soft, Contact",Preposition,wrth,rhiant,parent,noun-masc,Roedd y plentyn yn sefyll wrth,y bachgen.,riant,SM,"wrth causes soft mutation: rh changes to r, so rhiant becomes riant.","Mae wrth yn achosi treiglad meddal: mae rh yn newid i r, felly rhiant → riant."
c000135,None,Preposition,gan,Mererid,Mererid,name,Cawson ni e-bost gan,ddoe.,Mererid,NONE,"Personal names are usually left unchanged after gan here, so Mererid stays Mererid.","Fel arfer, mae enwau personol yn aros yr un fath ar ôl gan yma, felly mae Mererid yn aros yn Mererid."
c000136,None,Preposition,heb,clawr,cover/lid,noun-masc,Roedd y bagiau heb y,ar ôl y tân.,clawr,NONE,"The article y sits between the preposition and the noun, so there is no direct contact and no mutation.","Mae’r fannod y rhwng yr arddodiad a’r enw, felly does dim cyswllt uniongyrchol ac nid oes treiglad."
c000137,None,Preposition,hyd,yfory,tomorrow,day,Bydd y ffeiriau’n parhau hyd,os bydd y tywydd yn caniatáu.,yfory,NONE,"The word begins with a vowel sound, so soft mutation shows no change: yfory stays yfory.","Mae’r gair yn dechrau gyda llafariad, felly nid oes newid gweledol: yfory yn aros yn yfory."
c000138,None,Preposition,i,Berlin,Berlin,placename,Es i i,ar gyfer y gynhadledd.,Berlin,NONE,Non-Welsh place names are usually not mutated after prepositions in this type of sentence.,"Fel arfer, nid yw enwau lleoedd nad ydynt yn Gymraeg yn treiglo ar ôl arddodiaid yn y math hwn o frawddeg."
c000139,None,Preposition,o,cadair,chair,noun-fem,Tynnodd e’r siaced o’r,cyn eistedd.,cadair,NONE,"Here the form o’r includes the article, so the preposition is not directly touching the noun in this card; it stays cadair.","Yma mae’r ffurf o’r yn cynnwys y fannod, felly nid yw’r arddodiad yn cyffwrdd â’r enw’n uniongyrchol yn y cerdyn hwn; mae’n aros yn cadair."
c000140,None,Preposition,tan,diwedd,end,noun-masc,Arhoswch tan y,nes bod pawb yn barod.,diwedd,NONE,"The article y comes after the preposition, so there is no direct contact between tan and the noun; no mutation.","Mae’r fannod y ar ôl yr arddodiad, felly does dim cyswllt uniongyrchol rhwng tan a’r enw; dim treiglad."
c000141,None,Preposition,trwy,drws,door,noun-masc,Edrychon ni drwy’r,ar ôl y sŵn.,drws,NONE,"The ’r means there is an article between the preposition and the noun, so no direct contact and no mutation.","Mae ’r yn golygu bod fannod rhwng yr arddodiad a’r enw, felly does dim cyswllt uniongyrchol ac nid oes treiglad."
c000142,None,Preposition,wrth,siop,shop,noun-fem,Aroson nhw wrth,ar y gornel.,siop,NONE,"Words starting with s do not change under soft mutation, so it stays siop.",Nid yw geiriau sy’n dechrau g
c000143,None,Preposition,rhag,torri,cutting/to cut,verb-noun,Ceisiwch atal y plant rhag,y ffenestri.,torri,NONE,"rhag does not cause contact mutation in this card, so the verb-noun stays in its base form: torri.","Nid yw rhag yn achosi treiglad cyswllt yn y cerdyn hwn, felly mae’r berfenw yn aros yn ei ffurf sylfaenol: torri."
c000144,None,Preposition,rhwng,plant,children,noun-masc,Cafwyd trafodaeth onest rhwng,a’r athrawon.,plant,NONE,"rhwng does not trigger contact mutation here, so plant stays plant.","Nid yw rhwng yn achosi treiglad cyswllt yma, felly mae plant yn aros yn plant."
c000145,None,Preposition,mewn,tŷ,house,noun-masc,Roedden nhw’n byw mewn,bach ar y bryn.,tŷ,NONE,"mewn (unspecific “in”) does not trigger mutation here, so tŷ stays tŷ.","Nid yw mewn (“in” amhenodol) yn achosi treiglad yma, felly mae tŷ yn aros yn tŷ."
c000146,None,Preposition,ar ôl,cawod,shower,noun-fem,Ar ôl,aeth pawb adref.,cawod,NONE,"This is a compound preposition in this card, and it does not mutate the following noun, so cawod stays cawod.","Mae hwn yn arddodiad cyfansawdd yn y cerdyn hwn, ac nid yw’n treiglo’r enw sy’n dilyn, felly mae cawod yn aros yn cawod."
c000147,None,Preposition,ar draws,pont,bridge,noun-fem,Cerddon ni ar draws,i’r orsaf.,pont,NONE,"This compound preposition does not cause mutation in this card, so pont stays pont.","Nid yw’r arddodiad cyfansawdd hwn yn achosi treiglad yn y cerdyn hwn, felly mae pont yn aros yn pont."
c000148,None,Preposition,ar gyfer,prosiect,project,noun-masc,Mae’r arian ar gyfer,lleol.,prosiect,NONE,"This compound preposition does not cause mutation in this card, so prosiect stays prosiect.","Nid yw’r arddodiad cyfansawdd hwn yn achosi treiglad yn y cerdyn hwn, felly mae prosiect yn aros yn prosiect."
c000149,None,Preposition,ar bwys,bwrdd,table/board,noun-masc,Gadawodd hi'r allweddi ar bwys,yn y gegin,bwrdd,NONE,"This compound preposition does not cause mutation in this card, so bwrdd stays bwrdd.","Nid yw’r arddodiad cyfansawdd hwn yn achosi treiglad yn y cerdyn hwn, felly mae bwrdd yn aros yn bwrdd."
c000150,None,Preposition,er mwyn,cefnogi,to support,verb-noun,Fe drefnwyd y digwyddiad er mwyn,yr elusen.,cefnogi,NONE,"er mwyn is a compound preposition, and it does not mutate the following verb-noun here, so cefnogi stays cefnogi.","Mae er mwyn yn arddodiad cyfansawdd, ac nid yw’n treiglo’r berfenw sy’n dilyn yma, felly mae cefnogi yn aros yn cefnogi."
c000151,None,Preposition,o amgylch,parc,park,noun-masc,Rhedon nhw o amgylch,ddwywaith.,parc,NONE,"In o amgylch …, the noun is not directly after o (the word amgylch comes in between), so there is no contact mutation and parc stays parc.","Yn o amgylch …, nid yw’r enw’n dod yn syth ar ôl o (mae amgylch rhyngddynt), felly does dim treiglad cyswllt ac mae parc yn aros yn parc."
c000152,None,Preposition,o flaen,tŷ,house,noun-masc,Mae’r fan o flaen,ar hyn o bryd.,tŷ,NONE,"o flaen is a set phrase; the noun is not in direct contact with o, so there is no mutation and tŷ stays tŷ.","Mae o flaen yn ymadrodd sefydlog; nid yw’r enw mewn cyswllt uniongyrchol â o, felly does dim treiglad ac mae tŷ yn aros yn tŷ."
c000153,None,Preposition,o gwmpas,tân,fire,noun-masc,Roedden nhw’n canu o gwmpas,nos Wener.,tân,NONE,"o gwmpas is a set phrase; the noun is not directly after o, so there is no mutation and tân stays tân.","Mae o gwmpas yn ymadrodd sefydlog; nid yw’r enw’n dod yn syth ar ôl o, felly does dim treiglad ac mae tân yn aros yn tân."
c000154,None,Preposition,wrth ymyl,tŵr,tower,noun-masc,Mae’r orsaf wrth ymyl,.,tŵr,NONE,"wrth ymyl is a compound preposition and does not cause mutation here, so tŵr stays tŵr.","Mae wrth ymyl yn arddodiad cyfansawdd ac nid yw’n achosi treiglad yma, felly mae tŵr yn aros yn tŵr."
c000155,None,Preposition,wrth ochr,car,car,noun-masc,Eisteddodd e wrth ochr,i aros.,car,NONE,"wrth ochr is a compound preposition and does not cause mutation here, so car stays car.","Mae wrth ochr yn arddodiad cyfansawdd ac nid yw’n achosi treiglad yma, felly mae car yn aros yn car."
c000156,None,Preposition,ymhlith,myfyrwyr,students,noun-pl,Mae hi’n boblogaidd ymhlith,lleol.,myfyrwyr,NONE,"ymhlith does not trigger mutation here, so myfyrwyr stays myfyrwyr.","Nid yw ymhlith yn achosi treiglad yma, felly mae myfyrwyr yn aros yn myfyrwyr."
c000157,None,Preposition,ymysg,gwleidyddion,politicians,noun-pl,Cafodd y syniad ei drafod ymysg,ledled y wlad.,gwleidyddion,NONE,"ymysg does not trigger mutation here, so gwleidyddion stays gwleidyddion.","Nid yw ymysg yn achosi treiglad yma, felly mae gwleidyddion yn aros yn gwleidyddion."
c000158,None,Preposition,yn lle,coffi,coffee,noun-masc,Prynodd hi de yn lle,.,coffi,NONE,"yn lle does not cause mutation here, so coffi stays coffi.","Nid yw yn lle yn achosi treiglad yma, felly mae coffi yn aros yn coffi."
c000159,"Soft, Contact",Relative,a,torrodd,broke,verb,Dyma’r ffenest a,neithiwr.,dorrodd,SM,"The relative particle a makes the next finite verb take soft mutation, so torrodd becomes dorrodd (t → d).","Mae’r gronyn perthynol a yn achosi treiglad meddal ar y ferf bersonol sy’n dilyn, felly torrodd → dorrodd (t → d)."
c000160,"Soft, Contact",Particle,mi,gwelais,I saw,verb,Mi,y plant ddoe.,welais,SM,"The affirmative particle mi makes the next finite verb take soft mutation; with an initial g-, the g disappears, so gwelais becomes welais.","Mae’r gronyn cadarnhaol mi yn achosi treiglad meddal ar y ferf bersonol sy’n dilyn; gyda g- ar y dechrau, mae’r g yn diflannu, felly gwelais → welais."
c000161,"Soft, Contact",Particle,fe,daw,comes/will come,verb,Fe,e yfory.,ddaw,SM,"The particle fe causes soft mutation on the following finite verb, so daw becomes ddaw (d → dd).","Mae’r gronyn fe yn achosi treiglad meddal ar y ferf bersonol sy’n dilyn, felly daw → ddaw (d → dd)."
c000162,"Soft, Contact",Presentative,dyma,plentyn,child,noun-masc,Dyma,sy’n galw arnat ti.,blentyn,SM,"The presentative dyma (“here is”) causes soft mutation on the next word, so plentyn becomes blentyn (p → b).","Mae’r cyflwynydd dyma (“here is”) yn achosi treiglad meddal ar y gair nesaf, felly plentyn → blentyn (p → b)."
c000163,"Soft, Contact",Presentative,dyna,car,car,noun-masc,Dyna,gafodd ei werth ddoe.,gar,SM,"dyna (“there is”) causes soft mutation, so car becomes gar (c → g).","Mae dyna (“there is”) yn achosi treiglad meddal, felly car → gar (c → g)."
c000164,"Soft, Contact",Presentative,dacw,dyn,man,noun-masc,Dacw,yn cerdded dros y cae.,ddyn,SM,"dacw (“there is/over there”) causes soft mutation, so dyn becomes ddyn (d → dd).","Mae dacw (“there is/over there”) yn achosi treiglad meddal, felly dyn → ddyn (d → dd)."
c000165,"Soft, Contact",Deictic,(y)ma,merch,girl/daughter,noun-fem,Mae ’ma,yn aros gyda ni.,ferch,SM,"The deictic ’ma/(y)ma (“here”) causes soft mutation on the next word, so merch becomes ferch (m → f).","Mae’r deictig ’ma/(y)ma (“here”) yn achosi treiglad meddal ar y gair nesaf, felly merch → ferch (m → f)."
c000166,"Soft, Contact",Deictic,na,dyn,man,noun-masc,Mae ’na,yn aros amdani.,ddyn,SM,"The deictic ’na/(y)na (“there”) causes soft mutation, so dyn becomes ddyn (d → dd).","Mae’r deictig ’na/(y)na (“there”) yn achosi treiglad meddal, felly dyn → ddyn (d → dd)."
c000167,"Soft, Contact",Intensifier,mor,teg,fair/pretty,adj,Mor,yw’r pris.,deg,SM,"mor (“so”) causes soft mutation on the following adjective, so teg becomes deg (t → d).","Mae mor (“so”) yn achosi treiglad meddal ar yr ansoddair sy’n dilyn, felly teg → deg (t → d)."
c000168,"Soft, Contact",Intensifier,go,clir,clear,adj,Go,oedd y neges.,glir,SM,"go (“quite/very”) causes soft mutation, so clir becomes glir (c → g).","Mae go (“quite/very”) yn achosi treiglad meddal, felly clir → glir (c → g)."
c000169,"Soft, Contact",Intensifier,pur,mawr,big/large,adj,Pur,yw’r broblem.,fawr,SM,"pur (“really/very”) causes soft mutation, so mawr becomes fawr (m → f).","Mae pur (“really/very”) yn achosi treiglad meddal, felly mawr → fawr (m → f)."
c000170,"Soft, Contact",Intensifier,rhy,drud,expensive,adj,Rhy,yw’r tocyn.,ddrud,SM,"rhy (“too”) causes soft mutation, so drud becomes ddrud (d → dd).","Mae rhy (“too”) yn achosi treiglad meddal, felly drud → ddrud (d → dd)."
c000171,"Soft, Contact",Possessive,dy,tad,father,noun-masc,Dw i’n aros am dy,heno.,dad,SM,"The possessive dy (“your”, singular) causes soft mutation on the following noun, so tad becomes dad (t → d).","Mae’r meddiannol dy (“your”, unigol) yn achosi treiglad meddal ar yr enw sy’n dilyn, felly tad → dad (t → d)."
c000172,"Soft, Contact",Possessive,ei (his),papur,paper,noun-masc,Collodd e ei,yn y parc.,bapur,SM,"ei meaning “his” causes soft mutation, so papur becomes bapur (p → b).","Mae ei sy’n golygu “his” yn achosi treiglad meddal, felly papur → bapur (p → b)."
c000173,"Soft, Contact",Interrogative,pa,drws,door,noun-masc,Pa,sy’n well?,ddrws,SM,"The question word pa (“which?”) causes soft mutation on the following noun, so drws becomes ddrws (d → dd).","Mae’r gair holi pa (“which?”) yn achosi treiglad meddal ar yr enw sy’n dilyn, felly drws → ddrws (d → dd)."
c000174,None,Conjunction,neu,ffenestr,window,noun-fem,Drws neu,oedd ar agor?,ffenestr,NONE,"Some initial sounds do not change in soft mutation. Here ff- does not change, so ffenestr stays ffenestr.","Nid yw rhai seiniau cychwynnol yn newid gyda threiglad meddal. Yma nid yw ff- yn newid, felly mae ffenestr yn aros yn ffenestr."
c000175,"Soft, Contact",Conjunction,neu,drws,door,noun-masc,Wnei di agor ffenestr neu,?,ddrws,SM,"In this pattern, neu can make the next word take soft mutation, so drws becomes ddrws (d → dd).","Yn y patrwm hwn, gall neu achosi treiglad meddal ar y gair nesaf, felly drws → ddrws (d → dd)."
c000176,"Soft, Contact",Numerals,ddau,ci,dog,noun-masc,Gwelais i ddau,mawr yn y parc.,gi,SM,"After “two” (dau/ddau) with a masculine noun, the noun takes soft mutation, so ci becomes gi (c → g).","Ar ôl “two” (dau/ddau) gyda enw gwrywaidd, mae’r enw’n cael treiglad meddal, felly ci → gi (c → g)."
c000177,"Soft, Contact",Numerals,dwy,cegin,kitchen,noun-fem,Mae dwy,yn y fflat.,gegin,SM,"With dwy (“two”, feminine), the following feminine noun takes soft mutation, so cegin becomes gegin (c → g).","Gyda dwy (“two”, benywaidd), mae’r enw benywaidd sy’n dilyn yn cael treiglad meddal, felly cegin → gegin (c → g)."
c000178,"Soft, Contact",Numerals,un,cadair,chair,noun-fem,Cymerwch un,at y bwrdd.,gadair,SM,"un before a feminine noun causes soft mutation, so cadair becomes gadair (c → g).","Mae un cyn enw benywaidd yn achosi treiglad meddal, felly cadair → gadair (c → g)."
c000179,None,Numerals,un,llyfr,book,noun-masc,Dw i eisiau un,nawr plîs.,llyfr,NONE,"un with a masculine noun does not cause mutation here, so llyfr stays llyfr.","Nid yw un gyda enw gwrywaidd yn achosi treiglad yma, felly mae llyfr yn aros yn llyfr."
